# freq	per	pow	amp
 1.1204999999999868E-001	 8.9245872378403543E+000	 8.0278065897569795E-001	 2.1785024002857999E-002
 1.1209999999999867E-001	 8.9206066012489913E+000	 8.3418355345087691E-001	 2.2191071529164157E-002
 1.1214999999999867E-001	 8.9166295140437981E+000	 8.6576489122863609E-001	 2.2591751232733201E-002
 1.1219999999999866E-001	 8.9126559714796070E+000	 8.9748641608007340E-001	 2.2986982104163781E-002
 1.1224999999999866E-001	 8.9086859688197055E+000	 9.2931063643003586E-001	 2.3376699806751337E-002
 1.1229999999999865E-001	 8.9047195013358156E+000	 9.6120080962728038E-001	 2.3760854162677019E-002
 1.1234999999999865E-001	 8.9007565643080735E+000	 9.9312092194144330E-001	 2.4139406872794873E-002
 1.1239999999999864E-001	 8.8967971530250178E+000	 1.0250356667076357E+000	 2.4512329462908256E-002
 1.1244999999999863E-001	 8.8928412627835680E+000	 1.0569104205615698E+000	 2.4879601427598364E-002
 1.1249999999999863E-001	 8.8888888888889976E+000	 1.0887112173015652E+000	 2.5241208538456014E-002
 1.1254999999999862E-001	 8.8849400266549292E+000	 1.1204047195810407E+000	 2.5597141296597150E-002
 1.1259999999999862E-001	 8.8809946714033057E+000	 1.1519581915893027E+000	 2.5947393544352469E-002
 1.1264999999999861E-001	 8.8770528184643798E+000	 1.1833394701568851E+000	 2.6291961187714648E-002
 1.1269999999999861E-001	 8.8731144631766838E+000	 1.2145169328943628E+000	 2.6630840995570934E-002
 1.1274999999999860E-001	 8.8691796008870281E+000	 1.2454594707376667E+000	 2.6964029547564161E-002
 1.1279999999999860E-001	 8.8652482269504649E+000	 1.2761364565596554E+000	 2.7291522219589876E-002
 1.1284999999999859E-001	 8.8613203367302837E+000	 1.3065177160576487E+000	 2.7613312266301669E-002
 1.1289999999999858E-001	 8.8573959255979844E+000	 1.3365734987553435E+000	 2.7929389967009610E-002
 1.1294999999999858E-001	 8.8534749889332680E+000	 1.3662744504391477E+000	 2.8239741839204052E-002
 1.1299999999999857E-001	 8.8495575221240053E+000	 1.3955915852141223E+000	 2.8544349893277397E-002
 1.1304999999999857E-001	 8.8456435205662327E+000	 1.4244962614943883E+000	 2.8843190966819001E-002
 1.1309999999999856E-001	 8.8417329796641262E+000	 1.4529601567571206E+000	 2.9136236080607752E-002
 1.1314999999999856E-001	 8.8378258948299848E+000	 1.4809552473798924E+000	 2.9423449874199016E-002
 1.1319999999999855E-001	 8.8339222614842114E+000	 1.5084537891799774E+000	 2.9704790076205977E-002
 1.1324999999999855E-001	 8.8300220750553002E+000	 1.5354282999112987E+000	 2.9980207016740829E-002
 1.1329999999999854E-001	 8.8261253309798136E+000	 1.5618515482601514E+000	 3.0249643225353968E-002
 1.1334999999999854E-001	 8.8222320247023642E+000	 1.5876965414181186E+000	 3.0513033036387346E-002
